rank,year365,year366,13aqi,13pm2.5,13img,14aqi,14pm2.5,14img,15aqi,15pm2.5,15img,16aqi,16pm2.5,16img,17aqi,17pm2.5,17img,18aqi,18pm2.5,18img
1,1月1日,1月1日,38,14,img/noimage.jpg,86,44,img/2014 (1).jpg,15,10.5,img/2015 (1).jpg,212,187,img/2016 (1).jpg,420,379,img/2017 (1).jpg,31,14,img/2018 (1).jpg
2,1月2日,1月2日,31,15,img/noimage.jpg,117,110,img/2014 (2).jpg,36,20.1,img/2015 (2).jpg,245,194,img/2016 (2).jpg,66,57,img/2017 (2).jpg,80,59,img/2018 (2).jpg
3,1月3日,1月3日,41,22,img/noimage.jpg,80,46,img/2014 (3).jpg,262,212.4,img/2015 (3).jpg,219,168,img/2016 (3).jpg,390,219,img/2017 (3).jpg,27,8,img/2018 (3).jpg
4,1月4日,1月4日,67,41,img/noimage.jpg,153,116,img/2014 (4).jpg,190,143.1,img/2015 (4).jpg,22,13,img/2016 (4).jpg,500,323,img/2017 (4).jpg,21,9,img/2018 (4).jpg
5,1月5日,1月5日,60,40,img/noimage.jpg,119,89,img/2014 (5).jpg,245,195.4,img/2015 (5).jpg,19,15,img/2016 (5).jpg,325,309,img/2017 (5).jpg,63,43,img/2018 (5).jpg
6,1月6日,1月6日,69,45,img/noimage.jpg,184,139,img/2014 (6).jpg,18,8,img/2015 (6).jpg,38,26,img/2016 (6).jpg,273,223,img/2017 (6).jpg,17,6,img/2018 (6).jpg
7,1月7日,1月7日,103,71,img/noimage.jpg,143,110,img/2014 (7).jpg,34,23.7,img/2015 (7).jpg,17,11,img/2016 (7).jpg,281,231,img/2017 (7).jpg,88,65,img/2018 (7).jpg
8,1月8日,1月8日,198,170,img/noimage.jpg,29,15,img/2014 (8).jpg,250,200,img/2015 (8).jpg,16,10,img/2016 (8).jpg,21,15,img/2017 (8).jpg,62,22,img/2018 (8).jpg
9,1月9日,1月9日,79,46,img/noimage.jpg,43,26,img/2014 (9).jpg,38,26.4,img/2015 (9).jpg,68,49,img/2016 (9).jpg,13,7,img/2017 (9).jpg,33,15,img/2018 (9).jpg
10,1月10日,1月10日,73,56,img/noimage.jpg,87,63,img/2014 (10).jpg,228,178,img/2015 (10).jpg,41,28,img/2016 (10).jpg,16,5,img/2017 (10).jpg,20,6,img/2018 (10).jpg
11,1月11日,1月11日,476,391,img/noimage.jpg,143,109,img/2014 (11).jpg,27,4.8,img/2015 (11).jpg,23,15,img/2016 (11).jpg,90,67,img/2017 (11).jpg,17,11,img/2018 (11).jpg
12,1月12日,1月12日,620,472,img/noimage.jpg,42,23,img/2014 (12).jpg,142,108.9,img/2015 (12).jpg,16,10,img/2016 (12).jpg,43,26,img/2017 (12).jpg,55,34,img/2018 (12).jpg
13,1月13日,1月13日,710,475,img/noimage.jpg,110,82,img/2014 (13).jpg,206,156.5,img/2015 (13).jpg,22,8,img/2016 (13).jpg,23,9,img/2017 (13).jpg,49,34,img/2018 (13).jpg
14,1月14日,1月14日,487,358,img/noimage.jpg,109,82,img/2014 (14).jpg,410,364.6,img/2015 (14).jpg,38,22,img/2016 (14).jpg,30,21,img/2017 (14).jpg,228,174,img/2018 (14).jpg
15,1月15日,1月15日,145,80,img/noimage.jpg,148,122,img/2014 (15).jpg,376,235.9,img/2015 (15).jpg,245,195,img/2016 (15).jpg,65,46,img/2017 (15).jpg,27,14,img/2018 (15).jpg
16,1月16日,1月16日,321,245,img/noimage.jpg,381,343,img/2014 (16).jpg,14,6.7,img/2015 (16).jpg,111,84,img/2016 (16).jpg,128,93,img/2017 (16).jpg,172,48,img/2018 (16).jpg
17,1月17日,1月17日,65,33,img/noimage.jpg,211,169,img/2014 (17).jpg,27,12.5,img/2015 (17).jpg,34,24,img/2016 (17).jpg,157,127,img/2017 (17).jpg,97,67,img/2018 (17).jpg
18,1月18日,1月18日,134,86,img/noimage.jpg,104,77,img/2014 (18).jpg,203,153.2,img/2015 (18).jpg,25,12,img/2016 (18).jpg,32,17,img/2017 (18).jpg,59,16,img/2018 (18).jpg
19,1月19日,1月19日,356,290,img/noimage.jpg,177,115,img/2014 (19).jpg,72,52.9,img/2015 (19).jpg,36,21,img/2016 (19).jpg,130,99,img/2017 (19).jpg,110,83,img/2018 (19).jpg
